aug 9/10:33:12.246 DEBUG2 : 		

StartSession()

aug 9/10:33:12.246 INFO   : Debug Log(info): Loading the I-jet driver
aug 9/10:33:13.340 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0xe0041fd4, 4 bytes [by 4] = [ 00 00 00 00 ])
aug 9/10:33:13.340 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0xe0041fd8, 4 bytes [by 4] = [ 00 00 00 00 ])
aug 9/10:33:13.340 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0xe0041fdc, 4 bytes [by 4] = [ 00 00 00 00 ])
aug 9/10:33:13.340 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0xe0041fe0, 4 bytes [by 4] = [ 25 00 00 00 ])
aug 9/10:33:13.341 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0xe0041fe4, 4 bytes [by 4] = [ b9 00 00 00 ])
aug 9/10:33:13.341 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0xe0041fe8, 4 bytes [by 4] = [ 0b 00 00 00 ])
aug 9/10:33:13.341 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0xe0041fec, 4 bytes [by 4] = [ 00 00 00 00 ])
aug 9/10:33:13.341 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0xe0041ff0, 4 bytes [by 4] = [ 0d 00 00 00 ])
aug 9/10:33:13.341 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0xe0041ff4, 4 bytes [by 4] = [ 90 00 00 00 ])
aug 9/10:33:13.341 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0xe0041ff8, 4 bytes [by 4] = [ 05 00 00 00 ])
aug 9/10:33:13.341 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0xe0041ffc, 4 bytes [by 4] = [ b1 00 00 00 ])
aug 9/10:33:13.345 DEBUG2 : 		============== Starting flash pass 0
aug 9/10:33:13.345 DEBUG2 : 		============== Downloading flashloader
aug 9/10:33:13.345 DEBUG2 : 		<Call to _ExecDeviceFlashInit: macro undefined
aug 9/10:33:13.345 DEBUG2 : 		>Calling execUserFlashInit
aug 9/10:33:13.345 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x40023c14, 4 bytes [by 4] = [ ed aa ff 0f ])
aug 9/10:33:13.345 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0xe000ed94, 4 bytes [by 4] = [ 00 00 00 00 ])
aug 9/10:33:13.345 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x4002380c, 4 bytes [by 4] = [ 00 00 00 00 ])
aug 9/10:33:13.345 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x40023808, 4 bytes [by 4] = [ 00 00 00 00 ])
aug 9/10:33:13.345 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x40023800, 4 bytes [by 4] = [ 83 83 00 00 ])
aug 9/10:33:13.345 DEBUG2 : 		  WritePostCache(): MemWrite(core 0, 0:0x4002380c, 4 bytes [by 4] = [ 00 00 00 00 ])
aug 9/10:33:13.345 DEBUG2 : 		  WritePostCache(): MemWrite(core 0, 0:0x40023808, 4 bytes [by 4] = [ 00 00 00 00 ])
aug 9/10:33:13.346 DEBUG2 : 		  WritePostCache(): MemWrite(core 0, 0:0x40023800, 4 bytes [by 4] = [ 83 00 01 00 ])
aug 9/10:33:13.346 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x40023c14, 4 bytes [by 4] = [ ed aa ff 0f ])
aug 9/10:33:13.346 DEBUG2 : 		<Call to execUserFlashInit completed successfully
aug 9/10:33:13.369 DEBUG2 : 		  WritePostCache(): MemWrite(core 0, 0:0x20000000, 32 bytes [by 0] = [ 00 00 02 20 95 03 00 20 ... ])
aug 9/10:33:13.369 DEBUG2 : 		  WritePostCache(): MemWrite(core 0, 0:0x20000040, 960 bytes [by 0] = [ 1c b5 1e 4c 63 68 a2 68 ... ])
aug 9/10:33:13.370 DEBUG2 : 		============== Running flashloader
aug 9/10:33:13.370 INFO   : Debug Log(info): Loaded debugee: C:\Program Files\IAR Systems\Embedded Workbench 9.1\arm/config/flashloader/ST/FlashSTM32F4xxxRAM128K.out
aug 9/10:33:13.371 DEBUG2 : 		<Call to _ExecDeviceFlashPreReset: macro undefined
aug 9/10:33:13.371 DEBUG2 : 		<Call to execUserFlashPreReset: macro undefined
aug 9/10:33:13.371 DEBUG2 : 		-> LowLevelReset(0)
aug 9/10:33:13.371 DEBUG2 : 		->   LowLevelReset(software, delay 200)
aug 9/10:33:13.371 DEBUG2 : 		  core 0: IsigEmu::ParamSet('JtagInitDelay', '200,r:300')
aug 9/10:33:13.371 DEBUG2 : 		LowLevelSoftwareReset(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
aug 9/10:33:13.371 DEBUG2 : 		  core 0: IsigEmu::ParamSet('ResetStyle', 'SOFTWARE')
aug 9/10:33:13.371 DEBUG2 : 		Core 0: LowLevelSoftwareReset()
aug 9/10:33:13.380 DEBUG2 : 		->   LowLevelSoftwareReset(): WaitForCpuResetToComplete(core 0)
aug 9/10:33:13.384 DEBUG2 : 		  LowLevelSoftwareReset(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
aug 9/10:33:13.384 DEBUG2 : 		<-   LowLevelSoftwareReset(): WaitForCpuResetToComplete(core 0)
aug 9/10:33:13.591 DEBUG2 : 		->   LowLevelReset(): WaitForCpuResetToComplete(core 0)
aug 9/10:33:13.591 DEBUG2 : 		  LowLevelReset(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
aug 9/10:33:13.591 DEBUG2 : 		<-   LowLevelReset(): WaitForCpuResetToComplete(core 0)
aug 9/10:33:13.592 DEBUG2 : 		ISigPcSampler::GetSample(SIGAPIARM_SAMPLE_CYCLE) = 0xb873e6b3
aug 9/10:33:13.592 DEBUG2 : 		<-   LowLevelReset(software, delay 200)
aug 9/10:33:13.592 DEBUG2 : 		<- LowLevelReset(0)
aug 9/10:33:13.592 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x20000000, 4 bytes [by 4] = [ 00 00 02 20 ])
aug 9/10:33:13.593 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x20000004, 4 bytes [by 4] = [ 95 03 00 20 ])
aug 9/10:33:13.593 DEBUG2 : 		CpuRegSet(Core 0, SP_Main ->17) = 0x20020000 (537001984)
aug 9/10:33:13.594 DEBUG2 : 		CpuRegSet(Core 0, PC ->15) = 0x20000394 (536871828)
aug 9/10:33:13.595 DEBUG2 : 		CpuRegGet(Core 0, XPSR ->16) = 0x1000000 (16777216)
aug 9/10:33:13.595 DEBUG2 : 		CpuRegSet(Core 0, XPSR ->16) = 0x1000000 (16777216)
aug 9/10:33:13.595 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x20000394 (536871828)
aug 9/10:33:13.595 INFO   : Debug Log(info): Target reset
aug 9/10:33:13.595 DEBUG2 : 		<Call to _ExecDeviceFlashReset: macro undefined
aug 9/10:33:13.595 DEBUG2 : 		<Call to execUserFlashReset: macro undefined
aug 9/10:33:13.597 DEBUG2 : 		SetCodeBreak(<9:0xf000000000000000>, 1 units, 'C-SPY Terminal I/O && library support module')
aug 9/10:33:13.597 DEBUG2 : 		  WritePostCache(): MemWrite(core 0, 0:0x2001ef98, 4 bytes [by 4] = [ 00 00 00 00 ])
aug 9/10:33:13.597 DEBUG2 : 		  WritePostCache(): MemWrite(core 0, 0:0x2001ef84, 20 bytes [by 0] = [ 00 00 00 08 00 00 00 00 ... ])
aug 9/10:33:13.597 DEBUG2 : 		Write reg 1 of 1: PC[0x1f0] = 0x20000394 (536871828)
aug 9/10:33:13.597 DEBUG2 : 		CpuRegSet(Core 0, 15, 536871828)
aug 9/10:33:13.598 DEBUG2 : 		CpuRegGet(Core 0, XPSR ->16) = 0x1000000 (16777216)
aug 9/10:33:13.598 DEBUG2 : 		CpuRegSet(Core 0, XPSR ->16) = 0x1000000 (16777216)
aug 9/10:33:13.598 DEBUG2 : 		SetCodeBreak(<0:0x200000c0>, 1 units, '')
aug 9/10:33:13.598 DEBUG2 : 		  SetCodeBreak(): BreakSetAttr(bank 0, count 1, addr 0x200000c0, attr <0x2000d: CPUMODE(THUMB) | SIGEMU_BRK_ATTR_SET | SIGEMU_BRK_ATTR_SW | SIGEMU_BRK_ATTR_HW>)
aug 9/10:33:13.600 DEBUG2 : 		  SetBreakpoint(): BreakGetAttr(bank 0, count 1, addr 0x200000c0, attr <0x20405: CPUMODE(THUMB) | SIGEMU_BRK_ATTR_SET | SIGEMU_BRK_ATTR_SW | SIGEMU_BRK_ATTR_LITTLEENDIAN>)
aug 9/10:33:13.601 DEBUG2 : 		PlDriver::Go(core 0): mIsExecuting[0] = true
aug 9/10:33:13.601 DEBUG2 : 		-> LowLevelGo(core 0)
aug 9/10:33:13.601 DEBUG2 : 		CpuRegGet(Core 0, PC ->15) = 0x20000394 (536871828)
aug 9/10:33:13.601 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x20000394, 2 bytes [by 2] = [ ff f7 ])
aug 9/10:33:13.602 DEBUG2 : 		  LowLevelGo(core 0) [multi = false], CpuStatus(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
aug 9/10:33:13.602 DEBUG2 : 		Core 0:   LowLevelGo(core 0) [multi = false], CpuGo()
aug 9/10:33:13.608 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x200000c0 (536871104)
aug 9/10:33:13.608 DEBUG2 : 		LowLevelGo(core 0): errNo == ERR_OK, cpu status = not running, not sleeping, cpu power = 1 --> Exit LowLevelGo loop
aug 9/10:33:13.608 DEBUG2 : 		LowLevelGo(core 0): Setting single mIsExecuting[0] = false [multi == false]
aug 9/10:33:13.608 DEBUG2 : 		LowLevelGo(core 0): CPU core 0 is now stopped, after 2 polls in 0s
aug 9/10:33:13.608 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x200000c0, 2 bytes [by 2] = [ fe e7 ])
aug 9/10:33:13.608 DEBUG2 : 		  GetStopBreaks(): BreakGetAttr(bank 0, count 1, addr 0x200000c0, attr <0x20405: CPUMODE(THUMB) | SIGEMU_BRK_ATTR_SET | SIGEMU_BRK_ATTR_SW | SIGEMU_BRK_ATTR_LITTLEENDIAN>)
aug 9/10:33:13.608 DEBUG2 : 		LowLevelGo(core 0): Stopped at breakpoint
aug 9/10:33:13.608 DEBUG2 : 		<- LowLevelGo(core 0)
aug 9/10:33:13.608 DEBUG2 : 		PlDriver::Go(core 0): goStatus = 0
aug 9/10:33:13.609 DEBUG2 : 		ISigPcSampler::GetSample(SIGAPIARM_SAMPLE_CYCLE) = 0xb873e766
aug 9/10:33:13.609 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x2001ef84, 20 bytes [by 0] = [ 00 00 00 08 00 00 00 00 ... ])
aug 9/10:33:13.610 DEBUG2 : 		  WritePostCache(): MemWrite(core 0, 0:0x20000400, 16 bytes [by 0] = [ 00 00 01 08 00 00 01 00 ... ])
aug 9/10:33:13.610 DEBUG2 : 		  WritePostCache(): MemWrite(core 0, 0:0x2001ef84, 20 bytes [by 0] = [ 00 00 00 00 02 00 00 00 ... ])
aug 9/10:33:13.610 DEBUG2 : 		Write reg 1 of 1: PC[0x1f0] = 0x200003a4 (536871844)
aug 9/10:33:13.610 DEBUG2 : 		CpuRegSet(Core 0, 15, 536871844)
aug 9/10:33:13.611 DEBUG2 : 		CpuRegGet(Core 0, XPSR ->16) = 0x41000000 (1090519040)
aug 9/10:33:13.611 DEBUG2 : 		CpuRegSet(Core 0, XPSR ->16) = 0x41000000 (1090519040)
aug 9/10:33:13.611 DEBUG2 : 		PlDriver::Go(core 0): mIsExecuting[0] = true
aug 9/10:33:13.611 DEBUG2 : 		-> LowLevelGo(core 0)
aug 9/10:33:13.611 DEBUG2 : 		CpuRegGet(Core 0, PC ->15) = 0x200003a4 (536871844)
aug 9/10:33:13.611 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x200003a4, 2 bytes [by 2] = [ ff f7 ])
aug 9/10:33:13.612 DEBUG2 : 		  LowLevelGo(core 0) [multi = false], CpuStatus(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
aug 9/10:33:13.612 DEBUG2 : 		Core 0:   LowLevelGo(core 0) [multi = false], CpuGo()
aug 9/10:33:15.438 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x200000c0 (536871104)
aug 9/10:33:15.438 DEBUG2 : 		LowLevelGo(core 0): errNo == ERR_OK, cpu status = not running, not sleeping, cpu power = 1 --> Exit LowLevelGo loop
aug 9/10:33:15.438 DEBUG2 : 		LowLevelGo(core 0): Setting single mIsExecuting[0] = false [multi == false]
aug 9/10:33:15.438 DEBUG2 : 		LowLevelGo(core 0): CPU core 0 is now stopped, after 4551 polls in 1.82s
aug 9/10:33:15.438 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x200000c0, 2 bytes [by 2] = [ fe e7 ])
aug 9/10:33:15.438 DEBUG2 : 		  GetStopBreaks(): BreakGetAttr(bank 0, count 1, addr 0x200000c0, attr <0x20405: CPUMODE(THUMB) | SIGEMU_BRK_ATTR_SET | SIGEMU_BRK_ATTR_SW | SIGEMU_BRK_ATTR_LITTLEENDIAN>)
aug 9/10:33:15.438 DEBUG2 : 		LowLevelGo(core 0): Stopped at breakpoint
aug 9/10:33:15.438 DEBUG2 : 		<- LowLevelGo(core 0)
aug 9/10:33:15.438 DEBUG2 : 		PlDriver::Go(core 0): goStatus = 0
aug 9/10:33:15.439 DEBUG2 : 		ISigPcSampler::GetSample(SIGAPIARM_SAMPLE_CYCLE) = 0xba2f8f5c
aug 9/10:33:15.439 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x2001ef84, 20 bytes [by 0] = [ 00 00 00 00 00 00 00 00 ... ])
aug 9/10:33:15.439 DEBUG2 : 		  WritePostCache(): MemWrite(core 0, 0:0x20000400, 86720 bytes [by 0] = [ 10 01 01 20 11 4f 02 08 ... ])
aug 9/10:33:15.561 DEBUG2 : 		  WritePostCache(): MemWrite(core 0, 0:0x2001ef84, 20 bytes [by 0] = [ 00 00 01 08 c0 52 01 00 ... ])
aug 9/10:33:15.561 DEBUG2 : 		Write reg 1 of 1: PC[0x1f0] = 0x2000039c (536871836)
aug 9/10:33:15.561 DEBUG2 : 		CpuRegSet(Core 0, 15, 536871836)
aug 9/10:33:15.562 DEBUG2 : 		CpuRegGet(Core 0, XPSR ->16) = 0x61000000 (1627389952)
aug 9/10:33:15.562 DEBUG2 : 		CpuRegSet(Core 0, XPSR ->16) = 0x61000000 (1627389952)
aug 9/10:33:15.563 DEBUG2 : 		PlDriver::Go(core 0): mIsExecuting[0] = true
aug 9/10:33:15.563 DEBUG2 : 		-> LowLevelGo(core 0)
aug 9/10:33:15.563 DEBUG2 : 		CpuRegGet(Core 0, PC ->15) = 0x2000039c (536871836)
aug 9/10:33:15.563 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x2000039c, 2 bytes [by 2] = [ ff f7 ])
aug 9/10:33:15.563 DEBUG2 : 		  LowLevelGo(core 0) [multi = false], CpuStatus(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
aug 9/10:33:15.563 DEBUG2 : 		Core 0:   LowLevelGo(core 0) [multi = false], CpuGo()
aug 9/10:33:16.199 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x200000c0 (536871104)
aug 9/10:33:16.199 DEBUG2 : 		LowLevelGo(core 0): errNo == ERR_OK, cpu status = not running, not sleeping, cpu power = 1 --> Exit LowLevelGo loop
aug 9/10:33:16.199 DEBUG2 : 		LowLevelGo(core 0): Setting single mIsExecuting[0] = false [multi == false]
aug 9/10:33:16.199 DEBUG2 : 		LowLevelGo(core 0): CPU core 0 is now stopped, after 3050 polls in 0.63s
aug 9/10:33:16.199 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x200000c0, 2 bytes [by 2] = [ fe e7 ])
aug 9/10:33:16.199 DEBUG2 : 		  GetStopBreaks(): BreakGetAttr(bank 0, count 1, addr 0x200000c0, attr <0x20405: CPUMODE(THUMB) | SIGEMU_BRK_ATTR_SET | SIGEMU_BRK_ATTR_SW | SIGEMU_BRK_ATTR_LITTLEENDIAN>)
aug 9/10:33:16.199 DEBUG2 : 		LowLevelGo(core 0): Stopped at breakpoint
aug 9/10:33:16.199 DEBUG2 : 		<- LowLevelGo(core 0)
aug 9/10:33:16.199 DEBUG2 : 		PlDriver::Go(core 0): goStatus = 0
aug 9/10:33:16.200 DEBUG2 : 		ISigPcSampler::GetSample(SIGAPIARM_SAMPLE_CYCLE) = 0xbaca3942
aug 9/10:33:16.200 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x2001ef84, 20 bytes [by 0] = [ 00 00 01 08 00 00 00 00 ... ])
aug 9/10:33:16.200 DEBUG2 : 		Write reg 1 of 1: PC[0x1f0] = 0x200003ac (536871852)
aug 9/10:33:16.200 DEBUG2 : 		CpuRegSet(Core 0, 15, 536871852)
aug 9/10:33:16.200 DEBUG2 : 		CpuRegGet(Core 0, XPSR ->16) = 0x41000000 (1090519040)
aug 9/10:33:16.200 DEBUG2 : 		CpuRegSet(Core 0, XPSR ->16) = 0x41000000 (1090519040)
aug 9/10:33:16.201 DEBUG2 : 		PlDriver::Go(core 0): mIsExecuting[0] = true
aug 9/10:33:16.201 DEBUG2 : 		-> LowLevelGo(core 0)
aug 9/10:33:16.201 DEBUG2 : 		CpuRegGet(Core 0, PC ->15) = 0x200003ac (536871852)
aug 9/10:33:16.201 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x200003ac, 2 bytes [by 2] = [ ff f7 ])
aug 9/10:33:16.201 DEBUG2 : 		  LowLevelGo(core 0) [multi = false], CpuStatus(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
aug 9/10:33:16.201 DEBUG2 : 		Core 0:   LowLevelGo(core 0) [multi = false], CpuGo()
aug 9/10:33:16.206 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x200000c0 (536871104)
aug 9/10:33:16.206 DEBUG2 : 		LowLevelGo(core 0): errNo == ERR_OK, cpu status = not running, not sleeping, cpu power = 1 --> Exit LowLevelGo loop
aug 9/10:33:16.206 DEBUG2 : 		LowLevelGo(core 0): Setting single mIsExecuting[0] = false [multi == false]
aug 9/10:33:16.206 DEBUG2 : 		LowLevelGo(core 0): CPU core 0 is now stopped, after 2 polls in 0s
aug 9/10:33:16.206 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x200000c0, 2 bytes [by 2] = [ fe e7 ])
aug 9/10:33:16.206 DEBUG2 : 		  GetStopBreaks(): BreakGetAttr(bank 0, count 1, addr 0x200000c0, attr <0x20405: CPUMODE(THUMB) | SIGEMU_BRK_ATTR_SET | SIGEMU_BRK_ATTR_SW | SIGEMU_BRK_ATTR_LITTLEENDIAN>)
aug 9/10:33:16.206 DEBUG2 : 		LowLevelGo(core 0): Stopped at breakpoint
aug 9/10:33:16.206 DEBUG2 : 		<- LowLevelGo(core 0)
aug 9/10:33:16.206 DEBUG2 : 		PlDriver::Go(core 0): goStatus = 0
aug 9/10:33:16.207 DEBUG2 : 		ISigPcSampler::GetSample(SIGAPIARM_SAMPLE_CYCLE) = 0xbaca39ad
aug 9/10:33:16.207 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x2001ef84, 20 bytes [by 0] = [ 00 00 01 08 00 00 00 00 ... ])
aug 9/10:33:16.207 DEBUG2 : 		CpuRegGet(Core 0, LR -> 14) = 0x200003b5 (536871861)
aug 9/10:33:16.207 DEBUG2 : 		CpuRegGet(Core 0, XPSR -> 16) = 0x41000000 (1090519040)
aug 9/10:33:16.258 DEBUG2 : 		ClearCodeBreak(<0:0x200000c0>, 1 units)
aug 9/10:33:16.258 DEBUG2 : 		  ClearCodeBreak(): BreakClr(bank 0, count 1, addr 0x200000c0)
aug 9/10:33:16.259 DEBUG2 : 		<Call to _ExecDeviceFlashExit: macro undefined
aug 9/10:33:16.259 DEBUG2 : 		>Calling execUserFlashExit
aug 9/10:33:16.259 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x40023c14, 4 bytes [by 4] = [ ed aa ff 0f ])
aug 9/10:33:16.259 DEBUG2 : 		  WritePostCache(): MemWrite(core 0, 0:0x40023800, 4 bytes [by 4] = [ 83 83 00 00 ])
aug 9/10:33:16.259 DEBUG2 : 		  WritePostCache(): MemWrite(core 0, 0:0x40023808, 4 bytes [by 4] = [ 00 00 00 00 ])
aug 9/10:33:16.260 DEBUG2 : 		  WritePostCache(): MemWrite(core 0, 0:0x4002380c, 4 bytes [by 4] = [ 00 00 00 00 ])
aug 9/10:33:16.260 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0xe0042000, 4 bytes [by 4] = [ 13 64 0f 10 ])
aug 9/10:33:16.260 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x1fff77de, 1 bytes [by 1] = [ 31 ])
aug 9/10:33:16.260 DEBUG2 : 		Write reg 1 of 1: PC[0x1f0] = 0x1fff3f9c (536821660)
aug 9/10:33:16.260 DEBUG2 : 		CpuRegSet(Core 0, 15, 536821660)
aug 9/10:33:16.261 DEBUG2 : 		hwRunToBreakpointMacro(...)
aug 9/10:33:16.261 DEBUG2 : 		SetCodeBreak(<0:0x1fff3f9e>, 1 units, '')
aug 9/10:33:16.261 DEBUG2 : 		  SetCodeBreak(): BreakSetAttr(bank 0, count 1, addr 0x1fff3f9e, attr <0xd: CPUMODE(UNDEF) | SIGEMU_BRK_ATTR_SET | SIGEMU_BRK_ATTR_SW | SIGEMU_BRK_ATTR_HW>)
aug 9/10:33:16.261 DEBUG2 : 		  SetBreakpoint(): BreakGetAttr(bank 0, count 1, addr 0x1fff3f9e, attr <0x409: CPUMODE(UNDEF) | SIGEMU_BRK_ATTR_SET | SIGEMU_BRK_ATTR_HW | SIGEMU_BRK_ATTR_LITTLEENDIAN>)
aug 9/10:33:16.261 DEBUG2 : 		Core 0: hwRunToBreakpoint(): CpuGo()
aug 9/10:33:16.274 DEBUG2 : 		ClearCodeBreak(<0:0x1fff3f9e>, 1 units)
aug 9/10:33:16.274 DEBUG2 : 		  ClearCodeBreak(): BreakClr(bank 0, count 1, addr 0x1fff3f9e)
aug 9/10:33:16.274 DEBUG2 : 		<Call to execUserFlashExit completed successfully
aug 9/10:33:16.274 INFO   : Debug Log(info): Unloaded macro file: C:\Program Files\IAR Systems\Embedded Workbench 9.1\arm/config/flashloader/ST/FlashSTM32F4xxx.mac
aug 9/10:33:16.276 INFO   : Debug Log(info): Downloaded C:\D\Git_Hub\LEDC-B1\LwIP_TCP_Echo_Server(SDI)_Ver1.1.1\EWARM\STM324xG_EVAL\Exe\Project.out to flash memory.
aug 9/10:33:16.276 INFO   : Debug Log(info): 86717 bytes downloaded into FLASH (20.77 Kbytes/sec)
aug 9/10:33:16.282 DEBUG2 : 		============== Finishing flash pass
aug 9/10:33:16.282 DEBUG2 : 		============== Start loading application
aug 9/10:33:16.282 DEBUG2 : 		PrepareDownload()
aug 9/10:33:16.282 DEBUG2 : 		->   LowLevelReset(script, delay 200)
aug 9/10:33:16.282 DEBUG2 : 		>Calling ConnectUnderReset
aug 9/10:33:16.282 DEBUG2 : 		ISigCmdInterpreter::Execute('emu jtagheader=reset:0')
aug 9/10:33:16.282 DEBUG2 : 		ISigCmdInterpreter::Execute('j.pause 50')
aug 9/10:33:16.347 DEBUG2 : 		ISigCmdInterpreter::Execute('j.i /force')
aug 9/10:33:16.347 DEBUG2 : 		ISigCmdInterpreter::Execute('dap.w 0xE000EDF0 0xA05F0001 0')
aug 9/10:33:16.348 DEBUG2 : 		ISigCmdInterpreter::Execute('dap.r 0xE000EDFC 0')
aug 9/10:33:16.348 DEBUG2 : 		ISigCmdInterpreter::Execute('emu jtagheader=reset:1')
aug 9/10:33:16.348 DEBUG2 : 		ISigCmdInterpreter::Execute('emu jtagheader=reset:r')
aug 9/10:33:16.348 DEBUG2 : 		ISigCmdInterpreter::Execute('j.pause 10')
aug 9/10:33:16.358 DEBUG2 : 		ISigCmdInterpreter::Execute('refresh')
aug 9/10:33:16.772 INFO   : Notification to init-after-hw-reset hookup.

aug 9/10:33:16.772 DEBUG2 : 		<Call to _ExecDeviceProbeReset: macro undefined
aug 9/10:33:16.772 DEBUG2 : 		<Call to execUserProbeReset: macro undefined
aug 9/10:33:16.772 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:33:16.772 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:33:16.775 DEBUG2 : 		ISigCmdInterpreter::Execute('dap.r 0xe0042008 0x00')
aug 9/10:33:16.775 DEBUG2 : 		ISigCmdInterpreter::Execute('dap.r 0xe0042004 0x00')
aug 9/10:33:16.776 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:33:16.776 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:33:16.796 INFO   : Connecting to TAP#0 DAP AHB-AP-CM port 0x0 (IDR=0x2477'0011).

aug 9/10:33:16.796 INFO   : Recognized CPUID=0x410fc241 Cortex-M4 r0p1 arch ARMv7-M

aug 9/10:33:16.797 INFO   : Debug resources: 6 instruction comparators, 4 data watchpoints.

aug 9/10:33:16.797 DEBUG2 : 		ISigCmdInterpreter::Execute('refresh')
aug 9/10:33:17.012 DEBUG2 : 		<Call to ConnectUnderReset completed successfully
aug 9/10:33:17.012 DEBUG2 : 		ISigPcSampler::GetSample(SIGAPIARM_SAMPLE_CYCLE) = 0xbad4ab92
aug 9/10:33:17.012 DEBUG2 : 		<-   LowLevelReset(script, delay 200)
aug 9/10:33:17.028 DEBUG2 : 		ClearCodeBreak(<9:0xf000000000000000>, 1 units)
aug 9/10:33:17.033 DEBUG2 : 		>Calling _ExecDevicePreload
aug 9/10:33:17.033 DEBUG2 : 		<Call to _ExecDevicePreload completed successfully
aug 9/10:33:17.033 DEBUG2 : 		<Call to execUserPreload: macro undefined
aug 9/10:33:17.218 INFO   : Debug Log(info): Loaded debugee: C:\D\Git_Hub\LEDC-B1\LwIP_TCP_Echo_Server(SDI)_Ver1.1.1\EWARM\STM324xG_EVAL\Exe\Project.out
aug 9/10:33:17.230 DEBUG2 : 		-------------- Download, suppress = 1
aug 9/10:33:17.230 DEBUG2 : 		-------------- Verify 1
aug 9/10:33:17.358 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x8010000, 86717 bytes [by 0] = [ 10 01 01 20 11 4f 02 08 ... ])
aug 9/10:33:17.359 DEBUG2 : 		StopDownload()
aug 9/10:33:17.359 DEBUG2 : 		VectorCatchGet(core 0, allowed mask 0xff, current mask 0x0)
aug 9/10:33:17.359 DEBUG2 : 		VectorCatchSet(core 0, mask 0x1fe)
aug 9/10:33:17.367 INFO   : Debug Log(info): LowLevelReset(software, delay 200)
aug 9/10:33:17.367 INFO   : Debug Log(info): LowLevelReset(script, delay 200)
aug 9/10:33:17.367 INFO   : Debug Log(info): Calling reset script: ConnectUnderReset
aug 9/10:33:17.367 INFO   : Debug Log(info): Notification to init-after-hw-reset hookup.

aug 9/10:33:17.367 INFO   : Debug Log(info): Connecting to TAP#0 DAP AHB-AP-CM port 0x0 (IDR=0x2477'0011).

